Date,Sector,Value,Region,Short_Code
2015,"Finance, insurance, real estate, rental and leasing",8300,Atlantic,NL
2015,"Forestry, fishing, mining, quarrying, oil and gas",16200,Atlantic,NL
2015,Health care and social assistance ,37600,Atlantic,NL
2015,"Information, culture and recreation ",7300,Atlantic,NL
2015,Manufacturing,11400,Atlantic,NL
2015,Other services (except public administration),12500,Atlantic,NL
2015,"Professional, scientific and technical services",11300,Atlantic,NL
2015,Public administration,15700,Atlantic,NL
2015,Transportation and warehousing,10000,Atlantic,NL
2015,Utilities,2500,Atlantic,NL
2015,Wholesale and retail trade,41600,Atlantic,NL
2016,Accommodation and food services,16000,Atlantic,NL
2016,Agriculture,1500,Atlantic,NL
2016,"Business, building and other support services",6900,Atlantic,NL
2016,Construction,21900,Atlantic,NL
2016,Educational services,14300,Atlantic,NL
2016,"Finance, insurance, real estate, rental and leasing",7900,Atlantic,NL
2016,"Forestry, fishing, mining, quarrying, oil and gas",14400,Atlantic,NL
2016,Health care and social assistance ,39200,Atlantic,NL
2016,"Information, culture and recreation ",7100,Atlantic,NL
2016,Manufacturing,9800,Atlantic,NL
2016,Other services (except public administration),12200,Atlantic,NL
2016,"Professional, scientific and technical services",10500,Atlantic,NL
2016,Public administration,15300,Atlantic,NL
2016,Transportation and warehousing,9700,Atlantic,NL
2016,Utilities,2800,Atlantic,NL
2016,Wholesale and retail trade,43100,Atlantic,NL
2017,Accommodation and food services,14800,Atlantic,NL
2017,Agriculture,1900,Atlantic,NL
2017,"Business, building and other support services",6900,Atlantic,NL
2017,Construction,20700,Atlantic,NL
2017,Educational services,15200,Atlantic,NL
2017,"Finance, insurance, real estate, rental and leasing",6400,Atlantic,NL
2017,"Forestry, fishing, mining, quarrying, oil and gas",12100,Atlantic,NL
2017,Health care and social assistance ,39400,Atlantic,NL
2017,"Information, culture and recreation ",6500,Atlantic,NL
2017,Manufacturing,9100,Atlantic,NL
2017,Other services (except public administration),11300,Atlantic,NL
2017,"Professional, scientific and technical services",9800,Atlantic,NL
2017,Public administration,15100,Atlantic,NL
2017,Transportation and warehousing,11300,Atlantic,NL
2017,Utilities,2900,Atlantic,NL
2017,Wholesale and retail trade,40700,Atlantic,NL
2018,Accommodation and food services,16000,Atlantic,NL
2018,Agriculture,1600,Atlantic,NL
2018,"Business, building and other support services",6500,Atlantic,NL
2018,Construction,20100,Atlantic,NL
2018,Educational services,15900,Atlantic,NL
2018,"Finance, insurance, real estate, rental and leasing",7300,Atlantic,NL
2018,"Forestry, fishing, mining, quarrying, oil and gas",12600,Atlantic,NL
2018,Health care and social assistance ,39600,Atlantic,NL
2018,"Information, culture and recreation ",7200,Atlantic,NL
2018,Manufacturing,9000,Atlantic,NL
2018,Other services (except public administration),10400,Atlantic,NL
2018,"Professional, scientific and technical services",10000,Atlantic,NL
2018,Public administration,16800,Atlantic,NL
2018,Transportation and warehousing,11900,Atlantic,NL
2018,Utilities,3100,Atlantic,NL
2018,Wholesale and retail trade,37400,Atlantic,NL
2019,Accommodation and food services,17000,Atlantic,NL
2019,Agriculture,1300,Atlantic,NL
2019,"Business, building and other support services",7500,Atlantic,NL
2019,Construction,19300,Atlantic,NL
2019,Educational services,16200,Atlantic,NL
2019,"Finance, insurance, real estate, rental and leasing",7000,Atlantic,NL
2019,"Forestry, fishing, mining, quarrying, oil and gas",14000,Atlantic,NL
2019,Health care and social assistance ,39600,Atlantic,NL
2019,"Information, culture and recreation ",7500,Atlantic,NL
2019,Manufacturing,8900,Atlantic,NL
2019,Other services (except public administration),10200,Atlantic,NL
2019,"Professional, scientific and technical services",9700,Atlantic,NL
2019,Public administration,18600,Atlantic,NL
2019,Transportation and warehousing,12000,Atlantic,NL
2019,Utilities,2700,Atlantic,NL
2019,Wholesale and retail trade,35100,Atlantic,NL
1976,Accommodation and food services,13100,Atlantic,NS
1976,Agriculture,7800,Atlantic,NS
1976,"Business, building and other support services",4400,Atlantic,NS
1976,Construction,23300,Atlantic,NS
1976,Educational services,23000,Atlantic,NS
1976,"Finance, insurance, real estate, rental and leasing",13100,Atlantic,NS
1976,"Forestry, fishing, mining, quarrying, oil and gas",14000,Atlantic,NS
1976,Health care and social assistance ,26900,Atlantic,NS
1976,"Information, culture and recreation ",11200,Atlantic,NS
1976,Manufacturing,40000,Atlantic,NS
1976,Other services (except public administration),12300,Atlantic,NS
1976,"Professional, scientific and technical services",5700,Atlantic,NS
1976,Public administration,27300,Atlantic,NS
1976,Transportation and warehousing,17300,Atlantic,NS
1976,Utilities,3300,Atlantic,NS
1976,Wholesale and retail trade,55100,Atlantic,NS
1977,Accommodation and food services,13400,Atlantic,NS
1977,Agriculture,7200,Atlantic,NS
1977,"Business, building and other support services",4500,Atlantic,NS
1977,Construction,22300,Atlantic,NS
1977,Educational services,23500,Atlantic,NS
1977,"Finance, insurance, real estate, rental and leasing",14000,Atlantic,NS
1977,"Forestry, fishing, mining, quarrying, oil and gas",14100,Atlantic,NS
1977,Health care and social assistance ,27000,Atlantic,NS
1977,"Information, culture and recreation ",11000,Atlantic,NS
1977,Manufacturing,40100,Atlantic,NS
1977,Other services (except public administration),14100,Atlantic,NS
1977,"Professional, scientific and technical services",6100,Atlantic,NS
1977,Public administration,29400,Atlantic,NS
1977,Transportation and warehousing,18000,Atlantic,NS
1977,Utilities,2600,Atlantic,NS
1977,Wholesale and retail trade,51100,Atlantic,NS
1978,Accommodation and food services,13800,Atlantic,NS
1978,Agriculture,7500,Atlantic,NS
1978,"Business, building and other support services",4600,Atlantic,NS
1978,Construction,23300,Atlantic,NS
1978,Educational services,24700,Atlantic,NS
1978,"Finance, insurance, real estate, rental and leasing",15300,Atlantic,NS
1978,"Forestry, fishing, mining, quarrying, oil and gas",14900,Atlantic,NS
1978,Health care and social assistance ,26000,Atlantic,NS
1978,"Information, culture and recreation ",10400,Atlantic,NS
1978,Manufacturing,42500,Atlantic,NS
1978,Other services (except public administration),14000,Atlantic,NS
1978,"Professional, scientific and technical services",6600,Atlantic,NS
1978,Public administration,29400,Atlantic,NS
1978,Transportation and warehousing,18500,Atlantic,NS
1978,Utilities,2600,Atlantic,NS
1978,Wholesale and retail trade,52000,Atlantic,NS
1979,Accommodation and food services,14400,Atlantic,NS
1979,Agriculture,7100,Atlantic,NS
1979,"Business, building and other support services",5000,Atlantic,NS
1979,Construction,24000,Atlantic,NS
1979,Educational services,24400,Atlantic,NS
1979,"Finance, insurance, real estate, rental and leasing",17700,Atlantic,NS
1979,"Forestry, fishing, mining, quarrying, oil and gas",14100,Atlantic,NS
1979,Health care and social assistance ,28000,Atlantic,NS
1979,"Information, culture and recreation ",10700,Atlantic,NS
1979,Manufacturing,44900,Atlantic,NS
1979,Other services (except public administration),16000,Atlantic,NS
1979,"Professional, scientific and technical services",7500,Atlantic,NS
1979,Public administration,28300,Atlantic,NS
1979,Transportation and warehousing,17400,Atlantic,NS
1979,Utilities,2700,Atlantic,NS
1979,Wholesale and retail trade,55000,Atlantic,NS
1980,Accommodation and food services,16000,Atlantic,NS
1980,Agriculture,6800,Atlantic,NS
1980,"Business, building and other support services",4600,Atlantic,NS
1980,Construction,22900,Atlantic,NS
1980,Educational services,24500,Atlantic,NS
1980,"Finance, insurance, real estate, rental and leasing",18900,Atlantic,NS
1980,"Forestry, fishing, mining, quarrying, oil and gas",15200,Atlantic,NS
1980,Health care and social assistance ,30500,Atlantic,NS
1980,"Information, culture and recreation ",11500,Atlantic,NS
1980,Manufacturing,45500,Atlantic,NS
1980,Other services (except public administration),16000,Atlantic,NS
1980,"Professional, scientific and technical services",7800,Atlantic,NS
1980,Public administration,28600,Atlantic,NS
1980,Transportation and warehousing,15900,Atlantic,NS
1980,Utilities,2400,Atlantic,NS
1980,Wholesale and retail trade,57100,Atlantic,NS
1981,Accommodation and food services,17100,Atlantic,NS
1981,Agriculture,6900,Atlantic,NS
1981,"Business, building and other support services",4600,Atlantic,NS
1981,Construction,22100,Atlantic,NS
1981,Educational services,25400,Atlantic,NS
1981,"Finance, insurance, real estate, rental and leasing",16600,Atlantic,NS
1981,"Forestry, fishing, mining, quarrying, oil and gas",14800,Atlantic,NS
1981,Health care and social assistance ,31600,Atlantic,NS
1981,"Information, culture and recreation ",12300,Atlantic,NS
1981,Manufacturing,42800,Atlantic,NS
1981,Other services (except public administration),15500,Atlantic,NS
1981,"Professional, scientific and technical services",8700,Atlantic,NS
1981,Public administration,29700,Atlantic,NS
1981,Transportation and warehousing,16700,Atlantic,NS
1981,Utilities,2500,Atlantic,NS
1981,Wholesale and retail trade,60900,Atlantic,NS
1982,Accommodation and food services,16400,Atlantic,NS
1982,Agriculture,6500,Atlantic,NS
1982,"Business, building and other support services",5200,Atlantic,NS
1982,Construction,20700,Atlantic,NS
1982,Educational services,25900,Atlantic,NS
1982,"Finance, insurance, real estate, rental and leasing",15500,Atlantic,NS
1982,"Forestry, fishing, mining, quarrying, oil and gas",16000,Atlantic,NS
1982,Health care and social assistance ,31000,Atlantic,NS
1982,"Information, culture and recreation ",11600,Atlantic,NS
1982,Manufacturing,41600,Atlantic,NS
1982,Other services (except public administration),16300,Atlantic,NS
1982,"Professional, scientific and technical services",8100,Atlantic,NS
1982,Public administration,29200,Atlantic,NS
1982,Transportation and warehousing,16400,Atlantic,NS
1982,Utilities,3200,Atlantic,NS
1982,Wholesale and retail trade,57400,Atlantic,NS
1983,Accommodation and food services,15300,Atlantic,NS
1983,Agriculture,5800,Atlantic,NS
1983,"Business, building and other support services",7100,Atlantic,NS
1983,Construction,20100,Atlantic,NS
1983,Educational services,28100,Atlantic,NS
1983,"Finance, insurance, real estate, rental and leasing",15900,Atlantic,NS
1983,"Forestry, fishing, mining, quarrying, oil and gas",17600,Atlantic,NS
1983,Health care and social assistance ,32600,Atlantic,NS
1983,"Information, culture and recreation ",13600,Atlantic,NS
1983,Manufacturing,39400,Atlantic,NS
1983,Other services (except public administration),17700,Atlantic,NS
1983,"Professional, scientific and technical services",7900,Atlantic,NS
1983,Public administration,30100,Atlantic,NS
1983,Transportation and warehousing,15000,Atlantic,NS
1983,Utilities,3100,Atlantic,NS
1983,Wholesale and retail trade,55400,Atlantic,NS
1984,Accommodation and food services,18300,Atlantic,NS
1984,Agriculture,6500,Atlantic,NS
1984,"Business, building and other support services",6700,Atlantic,NS
1984,Construction,21900,Atlantic,NS
1984,Educational services,25900,Atlantic,NS
1984,"Finance, insurance, real estate, rental and leasing",16400,Atlantic,NS
1984,"Forestry, fishing, mining, quarrying, oil and gas",17300,Atlantic,NS
1984,Health care and social assistance ,34800,Atlantic,NS
1984,"Information, culture and recreation ",14500,Atlantic,NS
1984,Manufacturing,40800,Atlantic,NS
1984,Other services (except public administration),18700,Atlantic,NS
1984,"Professional, scientific and technical services",8700,Atlantic,NS
1984,Public administration,30400,Atlantic,NS
1984,Transportation and warehousing,15800,Atlantic,NS
1984,Utilities,3100,Atlantic,NS
1984,Wholesale and retail trade,59900,Atlantic,NS
1985,Accommodation and food services,18800,Atlantic,NS
1985,Agriculture,8300,Atlantic,NS
1985,"Business, building and other support services",6300,Atlantic,NS
1985,Construction,22800,Atlantic,NS
1985,Educational services,24800,Atlantic,NS
1985,"Finance, insurance, real estate, rental and leasing",17300,Atlantic,NS
1985,"Forestry, fishing, mining, quarrying, oil and gas",13700,Atlantic,NS
1985,Health care and social assistance ,38300,Atlantic,NS
1985,"Information, culture and recreation ",14000,Atlantic,NS
1985,Manufacturing,40600,Atlantic,NS
1985,Other services (except public administration),18800,Atlantic,NS
1985,"Professional, scientific and technical services",9500,Atlantic,NS
1985,Public administration,30600,Atlantic,NS
1985,Transportation and warehousing,16900,Atlantic,NS
1985,Utilities,2700,Atlantic,NS
1985,Wholesale and retail trade,60500,Atlantic,NS
1986,Accommodation and food services,18200,Atlantic,NS
1986,Agriculture,8000,Atlantic,NS
1986,"Business, building and other support services",6200,Atlantic,NS
1986,Construction,21900,Atlantic,NS
1986,Educational services,25000,Atlantic,NS
1986,"Finance, insurance, real estate, rental and leasing",18900,Atlantic,NS
1986,"Forestry, fishing, mining, quarrying, oil and gas",15000,Atlantic,NS
1986,Health care and social assistance ,39000,Atlantic,NS
1986,"Information, culture and recreation ",13200,Atlantic,NS
1986,Manufacturing,43100,Atlantic,NS
1986,Other services (except public administration),19700,Atlantic,NS
1986,"Professional, scientific and technical services",9400,Atlantic,NS
1986,Public administration,30600,Atlantic,NS
1986,Transportation and warehousing,16800,Atlantic,NS
1986,Utilities,2700,Atlantic,NS
1986,Wholesale and retail trade,63100,Atlantic,NS
1987,Accommodation and food services,18500,Atlantic,NS
1987,Agriculture,7700,Atlantic,NS
1987,"Business, building and other support services",7200,Atlantic,NS
1987,Construction,23400,Atlantic,NS
1987,Educational services,26500,Atlantic,NS
1987,"Finance, insurance, real estate, rental and leasing",20000,Atlantic,NS
1987,"Forestry, fishing, mining, quarrying, oil and gas",17100,Atlantic,NS
1987,Health care and social assistance ,36600,Atlantic,NS
1987,"Information, culture and recreation ",13900,Atlantic,NS
1987,Manufacturing,43300,Atlantic,NS
1987,Other services (except public administration),18300,Atlantic,NS
1987,"Professional, scientific and technical services",9400,Atlantic,NS
1987,Public administration,30800,Atlantic,NS
1987,Transportation and warehousing,16900,Atlantic,NS
1987,Utilities,3400,Atlantic,NS
1987,Wholesale and retail trade,66300,Atlantic,NS
1988,Accommodation and food services,19300,Atlantic,NS
1988,Agriculture,7500,Atlantic,NS
1988,"Business, building and other support services",7300,Atlantic,NS
1988,Construction,26400,Atlantic,NS
1988,Educational services,27500,Atlantic,NS
1988,"Finance, insurance, real estate, rental and leasing",19400,Atlantic,NS
1988,"Forestry, fishing, mining, quarrying, oil and gas",18800,Atlantic,NS
1988,Health care and social assistance ,39000,Atlantic,NS
1988,"Information, culture and recreation ",12600,Atlantic,NS
1988,Manufacturing,46700,Atlantic,NS
1988,Other services (except public administration),18500,Atlantic,NS
1988,"Professional, scientific and technical services",11100,Atlantic,NS
1988,Public administration,32500,Atlantic,NS
1988,Transportation and warehousing,16200,Atlantic,NS
1988,Utilities,3500,Atlantic,NS
1988,Wholesale and retail trade,67500,Atlantic,NS
1989,Accommodation and food services,22600,Atlantic,NS
1989,Agriculture,6500,Atlantic,NS
1989,"Business, building and other support services",7500,Atlantic,NS
1989,Construction,26100,Atlantic,NS
1989,Educational services,27100,Atlantic,NS
1989,"Finance, insurance, real estate, rental and leasing",20000,Atlantic,NS
1989,"Forestry, fishing, mining, quarrying, oil and gas",17000,Atlantic,NS
1989,Health care and social assistance ,40300,Atlantic,NS
1989,"Information, culture and recreation ",13100,Atlantic,NS
1989,Manufacturing,47200,Atlantic,NS
1989,Other services (except public administration),19700,Atlantic,NS
1989,"Professional, scientific and technical services",11800,Atlantic,NS
1989,Public administration,31900,Atlantic,NS
1989,Transportation and warehousing,18700,Atlantic,NS
1989,Utilities,3500,Atlantic,NS
1989,Wholesale and retail trade,68500,Atlantic,NS
1990,Accommodation and food services,23300,Atlantic,NS
1990,Agriculture,7300,Atlantic,NS
1990,"Business, building and other support services",7000,Atlantic,NS
1990,Construction,25600,Atlantic,NS
1990,Educational services,27900,Atlantic,NS
1990,"Finance, insurance, real estate, rental and leasing",22400,Atlantic,NS
1990,"Forestry, fishing, mining, quarrying, oil and gas",17900,Atlantic,NS
1990,Health care and social assistance ,41500,Atlantic,NS
1990,"Information, culture and recreation ",13900,Atlantic,NS
1990,Manufacturing,43400,Atlantic,NS
1990,Other services (except public administration),19300,Atlantic,NS
1990,"Professional, scientific and technical services",10500,Atlantic,NS
1990,Public administration,31700,Atlantic,NS
1990,Transportation and warehousing,19900,Atlantic,NS
1990,Utilities,3000,Atlantic,NS
1990,Wholesale and retail trade,70800,Atlantic,NS
1991,Accommodation and food services,21200,Atlantic,NS
1991,Agriculture,7000,Atlantic,NS
1991,"Business, building and other support services",8100,Atlantic,NS
1991,Construction,22200,Atlantic,NS
1991,Educational services,29200,Atlantic,NS
1991,"Finance, insurance, real estate, rental and leasing",21800,Atlantic,NS
1991,"Forestry, fishing, mining, quarrying, oil and gas",18900,Atlantic,NS
1991,Health care and social assistance ,43200,Atlantic,NS
1991,"Information, culture and recreation ",13400,Atlantic,NS
1991,Manufacturing,42400,Atlantic,NS
1991,Other services (except public administration),19000,Atlantic,NS
1991,"Professional, scientific and technical services",11700,Atlantic,NS
1991,Public administration,30700,Atlantic,NS
1991,Transportation and warehousing,19400,Atlantic,NS
1991,Utilities,2900,Atlantic,NS
1991,Wholesale and retail trade,69500,Atlantic,NS
1992,Accommodation and food services,19200,Atlantic,NS
1992,Agriculture,7700,Atlantic,NS
1992,"Business, building and other support services",7800,Atlantic,NS
1992,Construction,20600,Atlantic,NS
1992,Educational services,29200,Atlantic,NS
1992,"Finance, insurance, real estate, rental and leasing",21800,Atlantic,NS
1992,"Forestry, fishing, mining, quarrying, oil and gas",17400,Atlantic,NS
1992,Health care and social assistance ,43600,Atlantic,NS
1992,"Information, culture and recreation ",12900,Atlantic,NS
1992,Manufacturing,39300,Atlantic,NS
1992,Other services (except public administration),18900,Atlantic,NS
1992,"Professional, scientific and technical services",11700,Atlantic,NS
1992,Public administration,31000,Atlantic,NS
1992,Transportation and warehousing,18900,Atlantic,NS
1992,Utilities,3200,Atlantic,NS
1992,Wholesale and retail trade,65600,Atlantic,NS
1993,Accommodation and food services,22200,Atlantic,NS
1993,Agriculture,6300,Atlantic,NS
1993,"Business, building and other support services",8300,Atlantic,NS
1993,Construction,20100,Atlantic,NS
1993,Educational services,28900,Atlantic,NS
1993,"Finance, insurance, real estate, rental and leasing",20600,Atlantic,NS
1993,"Forestry, fishing, mining, quarrying, oil and gas",16100,Atlantic,NS
1993,Health care and social assistance ,45300,Atlantic,NS
1993,"Information, culture and recreation ",14400,Atlantic,NS
1993,Manufacturing,36600,Atlantic,NS
1993,Other services (except public administration),20100,Atlantic,NS
1993,"Professional, scientific and technical services",14000,Atlantic,NS
1993,Public administration,31100,Atlantic,NS
1993,Transportation and warehousing,17400,Atlantic,NS
1993,Utilities,2900,Atlantic,NS
1993,Wholesale and retail trade,62100,Atlantic,NS
1994,Accommodation and food services,23000,Atlantic,NS
1994,Agriculture,6500,Atlantic,NS
1994,"Business, building and other support services",9200,Atlantic,NS
1994,Construction,20800,Atlantic,NS
1994,Educational services,28200,Atlantic,NS
1994,"Finance, insurance, real estate, rental and leasing",21500,Atlantic,NS
1994,"Forestry, fishing, mining, quarrying, oil and gas",14900,Atlantic,NS
1994,Health care and social assistance ,46500,Atlantic,NS
1994,"Information, culture and recreation ",17100,Atlantic,NS
1994,Manufacturing,36100,Atlantic,NS
1994,Other services (except public administration),19000,Atlantic,NS
1994,"Professional, scientific and technical services",14500,Atlantic,NS
1994,Public administration,31400,Atlantic,NS
1994,Transportation and warehousing,17200,Atlantic,NS
1994,Utilities,2400,Atlantic,NS
1994,Wholesale and retail trade,64200,Atlantic,NS
1995,Accommodation and food services,23200,Atlantic,NS
1995,Agriculture,6700,Atlantic,NS
1995,"Business, building and other support services",10700,Atlantic,NS
1995,Construction,20200,Atlantic,NS
1995,Educational services,25000,Atlantic,NS
1995,"Finance, insurance, real estate, rental and leasing",21400,Atlantic,NS
1995,"Forestry, fishing, mining, quarrying, oil and gas",14700,Atlantic,NS
1995,Health care and social assistance ,45100,Atlantic,NS
1995,"Information, culture and recreation ",18100,Atlantic,NS
1995,Manufacturing,40400,Atlantic,NS
1995,Other services (except public administration),20500,Atlantic,NS
1995,"Professional, scientific and technical services",14000,Atlantic,NS
1995,Public administration,32800,Atlantic,NS
1995,Transportation and warehousing,17200,Atlantic,NS
1995,Utilities,2200,Atlantic,NS
1995,Wholesale and retail trade,63600,Atlantic,NS
1996,Accommodation and food services,25900,Atlantic,NS
1996,Agriculture,6800,Atlantic,NS
1996,"Business, building and other support services",11000,Atlantic,NS
1996,Construction,19600,Atlantic,NS
1996,Educational services,24900,Atlantic,NS
1996,"Finance, insurance, real estate, rental and leasing",22000,Atlantic,NS
1996,"Forestry, fishing, mining, quarrying, oil and gas",14600,Atlantic,NS
1996,Health care and social assistance ,45000,Atlantic,NS
1996,"Information, culture and recreation ",17300,Atlantic,NS
1996,Manufacturing,37000,Atlantic,NS
1996,Other services (except public administration),21100,Atlantic,NS
1996,"Professional, scientific and technical services",14700,Atlantic,NS
1996,Public administration,31400,Atlantic,NS
1996,Transportation and warehousing,16900,Atlantic,NS
1996,Utilities,2200,Atlantic,NS
1996,Wholesale and retail trade,66400,Atlantic,NS
1997,Accommodation and food services,25600,Atlantic,NS
1997,Agriculture,7100,Atlantic,NS
1997,"Business, building and other support services",12300,Atlantic,NS
1997,Construction,21000,Atlantic,NS
1997,Educational services,28100,Atlantic,NS
1997,"Finance, insurance, real estate, rental and leasing",21300,Atlantic,NS
1997,"Forestry, fishing, mining, quarrying, oil and gas",14800,Atlantic,NS
1997,Health care and social assistance ,46700,Atlantic,NS
1997,"Information, culture and recreation ",16700,Atlantic,NS
1997,Manufacturing,37100,Atlantic,NS
1997,Other services (except public administration),20100,Atlantic,NS
1997,"Professional, scientific and technical services",15600,Atlantic,NS
1997,Public administration,30200,Atlantic,NS
1997,Transportation and warehousing,16600,Atlantic,NS
1997,Utilities,2200,Atlantic,NS
1997,Wholesale and retail trade,66800,Atlantic,NS
1998,Accommodation and food services,26600,Atlantic,NS
1998,Agriculture,6700,Atlantic,NS
1998,"Business, building and other support services",12100,Atlantic,NS
1998,Construction,21100,Atlantic,NS
1998,Educational services,29000,Atlantic,NS
1998,"Finance, insurance, real estate, rental and leasing",23200,Atlantic,NS
1998,"Forestry, fishing, mining, quarrying, oil and gas",15600,Atlantic,NS
1998,Health care and social assistance ,48800,Atlantic,NS
1998,"Information, culture and recreation ",15300,Atlantic,NS
1998,Manufacturing,41100,Atlantic,NS
1998,Other services (except public administration),20800,Atlantic,NS
1998,"Professional, scientific and technical services",17400,Atlantic,NS
1998,Public administration,29400,Atlantic,NS
1998,Transportation and warehousing,18800,Atlantic,NS
1998,Utilities,1800,Atlantic,NS
1998,Wholesale and retail trade,68300,Atlantic,NS
1999,Accommodation and food services,28300,Atlantic,NS
1999,Agriculture,6700,Atlantic,NS
1999,"Business, building and other support services",14300,Atlantic,NS
1999,Construction,21600,Atlantic,NS
1999,Educational services,30700,Atlantic,NS
1999,"Finance, insurance, real estate, rental and leasing",22700,Atlantic,NS
1999,"Forestry, fishing, mining, quarrying, oil and gas",14400,Atlantic,NS
1999,Health care and social assistance ,47600,Atlantic,NS
1999,"Information, culture and recreation ",15300,Atlantic,NS
1999,Manufacturing,44000,Atlantic,NS
1999,Other services (except public administration),22800,Atlantic,NS
1999,"Professional, scientific and technical services",17500,Atlantic,NS
1999,Public administration,25500,Atlantic,NS
1999,Transportation and warehousing,21000,Atlantic,NS
1999,Utilities,2000,Atlantic,NS
1999,Wholesale and retail trade,69300,Atlantic,NS
2000,Accommodation and food services,26400,Atlantic,NS
2000,Agriculture,6800,Atlantic,NS
2000,"Business, building and other support services",16400,Atlantic,NS
2000,Construction,24000,Atlantic,NS
2000,Educational services,31800,Atlantic,NS
2000,"Finance, insurance, real estate, rental and leasing",21800,Atlantic,NS
2000,"Forestry, fishing, mining, quarrying, oil and gas",14200,Atlantic,NS
2000,Health care and social assistance ,50700,Atlantic,NS
2000,"Information, culture and recreation ",16500,Atlantic,NS
2000,Manufacturing,42000,Atlantic,NS
2000,Other services (except public administration),22400,Atlantic,NS
2000,"Professional, scientific and technical services",16500,Atlantic,NS
2000,Public administration,26300,Atlantic,NS
2000,Transportation and warehousing,20400,Atlantic,NS
2000,Utilities,2700,Atlantic,NS
2000,Wholesale and retail trade,72800,Atlantic,NS
2001,Accommodation and food services,28300,Atlantic,NS
2001,Agriculture,7400,Atlantic,NS
2001,"Business, building and other support services",17100,Atlantic,NS
2001,Construction,24700,Atlantic,NS
2001,Educational services,32800,Atlantic,NS
2001,"Finance, insurance, real estate, rental and leasing",20700,Atlantic,NS
2001,"Forestry, fishing, mining, quarrying, oil and gas",13100,Atlantic,NS
2001,Health care and social assistance ,49300,Atlantic,NS
2001,"Information, culture and recreation ",17900,Atlantic,NS
2001,Manufacturing,42600,Atlantic,NS
2001,Other services (except public administration),19600,Atlantic,NS
2001,"Professional, scientific and technical services",17800,Atlantic,NS
2001,Public administration,26700,Atlantic,NS
2001,Transportation and warehousing,20000,Atlantic,NS
2001,Utilities,2700,Atlantic,NS
2001,Wholesale and retail trade,74800,Atlantic,NS
2002,Accommodation and food services,30900,Atlantic,NS
2002,Agriculture,6500,Atlantic,NS
2002,"Business, building and other support services",21100,Atlantic,NS
2002,Construction,24000,Atlantic,NS
2002,Educational services,32500,Atlantic,NS
2002,"Finance, insurance, real estate, rental and leasing",22100,Atlantic,NS
2002,"Forestry, fishing, mining, quarrying, oil and gas",12900,Atlantic,NS
2002,Health care and social assistance ,48900,Atlantic,NS
2002,"Information, culture and recreation ",17700,Atlantic,NS
2002,Manufacturing,43300,Atlantic,NS
2002,Other services (except public administration),20000,Atlantic,NS
2002,"Professional, scientific and technical services",17100,Atlantic,NS
2002,Public administration,25000,Atlantic,NS
2002,Transportation and warehousing,20100,Atlantic,NS
2002,Utilities,2700,Atlantic,NS
2002,Wholesale and retail trade,77700,Atlantic,NS
2003,Accommodation and food services,30000,Atlantic,NS
2003,Agriculture,6600,Atlantic,NS
2003,"Business, building and other support services",22100,Atlantic,NS
2003,Construction,24800,Atlantic,NS
2003,Educational services,33600,Atlantic,NS
2003,"Finance, insurance, real estate, rental and leasing",22200,Atlantic,NS
2003,"Forestry, fishing, mining, quarrying, oil and gas",13600,Atlantic,NS
2003,Health care and social assistance ,52200,Atlantic,NS
2003,"Information, culture and recreation ",17100,Atlantic,NS
2003,Manufacturing,44300,Atlantic,NS
2003,Other services (except public administration),22100,Atlantic,NS
2003,"Professional, scientific and technical services",18300,Atlantic,NS
2003,Public administration,27400,Atlantic,NS
2003,Transportation and warehousing,20600,Atlantic,NS
2003,Utilities,2400,Atlantic,NS
2003,Wholesale and retail trade,74000,Atlantic,NS
2004,Accommodation and food services,30700,Atlantic,NS
2004,Agriculture,5400,Atlantic,NS
2004,"Business, building and other support services",25000,Atlantic,NS
2004,Construction,28200,Atlantic,NS
2004,Educational services,35500,Atlantic,NS
2004,"Finance, insurance, real estate, rental and leasing",22200,Atlantic,NS
2004,"Forestry, fishing, mining, quarrying, oil and gas",14000,Atlantic,NS
2004,Health care and social assistance ,53500,Atlantic,NS
2004,"Information, culture and recreation ",16600,Atlantic,NS
2004,Manufacturing,43900,Atlantic,NS
2004,Other services (except public administration),20700,Atlantic,NS
2004,"Professional, scientific and technical services",20000,Atlantic,NS
2004,Public administration,27800,Atlantic,NS
2004,Transportation and warehousing,21700,Atlantic,NS
2004,Utilities,2400,Atlantic,NS
2004,Wholesale and retail trade,74000,Atlantic,NS
2005,Accommodation and food services,31500,Atlantic,NS
2005,Agriculture,5800,Atlantic,NS
2005,"Business, building and other support services",24200,Atlantic,NS
2005,Construction,27300,Atlantic,NS
2005,Educational services,35200,Atlantic,NS
2005,"Finance, insurance, real estate, rental and leasing",21800,Atlantic,NS
2005,"Forestry, fishing, mining, quarrying, oil and gas",14700,Atlantic,NS
2005,Health care and social assistance ,56200,Atlantic,NS
2005,"Information, culture and recreation ",15900,Atlantic,NS
2005,Manufacturing,40600,Atlantic,NS
2005,Other services (except public administration),20900,Atlantic,NS
2005,"Professional, scientific and technical services",19900,Atlantic,NS
2005,Public administration,27900,Atlantic,NS
2005,Transportation and warehousing,21000,Atlantic,NS
2005,Utilities,2400,Atlantic,NS
2005,Wholesale and retail trade,76800,Atlantic,NS
2006,Accommodation and food services,29700,Atlantic,NS
2006,Agriculture,4600,Atlantic,NS
2006,"Business, building and other support services",28900,Atlantic,NS
2006,Construction,27000,Atlantic,NS
